accel_value,speed,timestamp
0,46,2024-04-12 07:28:43.995176+00:00
0,43,2024-04-12 07:28:45.016564+00:00
0,40,2024-04-12 07:28:46.003193+00:00
0,40,2024-04-12 07:28:46.981089+00:00
0,38,2024-04-12 07:28:48.093179+00:00
0,35,2024-04-12 07:28:49.115978+00:00
0,35,2024-04-12 07:28:50.017266+00:00
0,30,2024-04-12 07:28:51.165785+00:00
0,23,2024-04-12 07:28:52.078734+00:00
0,23,2024-04-12 07:28:52.980682+00:00
0,19,2024-04-12 07:28:54.073952+00:00
0,18,2024-04-12 07:28:55.055079+00:00
0,18,2024-04-12 07:28:56.081340+00:00
0,18,2024-04-12 07:28:57.104880+00:00
0,18,2024-04-12 07:28:58.131846+00:00
144,18,2024-04-12 07:28:59.051046+00:00
123,17,2024-04-12 07:29:00.174489+00:00
76,17,2024-04-12 07:29:00.991157+00:00
128,17,2024-04-12 07:29:02.167611+00:00
53,19,2024-04-12 07:29:03.040447+00:00
130,27,2024-04-12 07:29:04.166326+00:00
142,27,2024-04-12 07:29:04.990995+00:00
110,35,2024-04-12 07:29:06.011450+00:00
123,40,2024-04-12 07:29:07.045906+00:00
116,40,2024-04-12 07:29:08.057860+00:00
93,44,2024-04-12 07:29:09.085458+00:00
135,48,2024-04-12 07:29:10.103652+00:00
64,48,2024-04-12 07:29:11.142701+00:00
109,49,2024-04-12 07:29:12.162444+00:00
0,50,2024-04-12 07:29:13.078059+00:00
55,50,2024-04-12 07:29:13.999810+00:00
0,51,2024-04-12 07:29:15.030309+00:00
0,51,2024-04-12 07:29:16.043585+00:00
0,51,2024-04-12 07:29:17.070345+00:00
0,50,2024-04-12 07:29:18.098330+00:00
0,47,2024-04-12 07:29:19.113410+00:00
0,47,2024-04-12 07:29:20.039350+00:00
0,36,2024-04-12 07:29:21.170821+00:00
0,21,2024-04-12 07:29:21.987548+00:00
0,21,2024-04-12 07:29:23.116225+00:00
0,10,2024-04-12 07:29:24.033716+00:00
