brake_value,accel_value,speed,Date
399,0,2,2024-05-10 07:58:07.799209+00:00
400,0,2,2024-05-10 07:58:08.728292+00:00
389,0,1,2024-05-10 07:58:09.893219+00:00
227,0,1,2024-05-10 07:58:10.776128+00:00
410,0,1,2024-05-10 07:58:11.791888+00:00
359,0,1,2024-05-10 07:58:12.818476+00:00
334,0,1,2024-05-10 07:58:13.840071+00:00
329,0,1,2024-05-10 07:58:14.864093+00:00
363,0,2,2024-05-10 07:58:15.891080+00:00
391,0,2,2024-05-10 07:58:16.915184+00:00
400,0,3,2024-05-10 07:58:17.755424+00:00
391,0,3,2024-05-10 07:58:18.757377+00:00
399,0,3,2024-05-10 07:58:19.787032+00:00
386,0,3,2024-05-10 07:58:20.801213+00:00
208,0,3,2024-05-10 07:58:21.825121+00:00
408,0,3,2024-05-10 07:58:22.853643+00:00
401,0,3,2024-05-10 07:58:23.789620+00:00
377,0,3,2024-05-10 07:58:24.902537+00:00
0,0,3,2024-05-10 07:58:25.720829+00:00
382,0,3,2024-05-10 07:58:26.744754+00:00
396,0,2,2024-05-10 07:58:27.767432+00:00
383,0,2,2024-05-10 07:58:28.790902+00:00
944,0,2,2024-05-10 07:58:29.812651+00:00
384,0,2,2024-05-10 07:58:30.839114+00:00
384,0,2,2024-05-10 07:58:31.866047+00:00
395,0,1,2024-05-10 07:58:32.890728+00:00
390,0,1,2024-05-10 07:58:33.807773+00:00
399,0,1,2024-05-10 07:58:34.834065+00:00
20,0,1,2024-05-10 07:58:35.862003+00:00
15,368,1,2024-05-10 07:58:36.884474+00:00
19,291,1,2024-05-10 07:58:37.716108+00:00
43,319,2,2024-05-10 07:58:38.725332+00:00
25,297,5,2024-05-10 07:58:39.770622+00:00
0,304,5,2024-05-10 07:58:40.773801+00:00
34,320,11,2024-05-10 07:58:41.792705+00:00
34,304,16,2024-05-10 07:58:42.824442+00:00
48,314,16,2024-05-10 07:58:43.707794+00:00
0,249,20,2024-05-10 07:58:44.768109+00:00
41,300,25,2024-05-10 07:58:45.895642+00:00
55,280,25,2024-05-10 07:58:46.912714+00:00
60,353,29,2024-05-10 07:58:47.737966+00:00
0,46,33,2024-05-10 07:58:48.759473+00:00
51,295,33,2024-05-10 07:58:49.782817+00:00
51,330,36,2024-05-10 07:58:50.810091+00:00
48,331,38,2024-05-10 07:58:51.937661+00:00
54,0,38,2024-05-10 07:58:52.753604+00:00
62,369,38,2024-05-10 07:58:53.880440+00:00
59,338,38,2024-05-10 07:58:54.904861+00:00
67,291,38,2024-05-10 07:58:55.727763+00:00
48,330,38,2024-05-10 07:58:56.748057+00:00
48,304,37,2024-05-10 07:58:57.770598+00:00
34,346,37,2024-05-10 07:58:58.769663+00:00
32,291,36,2024-05-10 07:58:59.823822+00:00
38,223,37,2024-05-10 07:59:00.841796+00:00
26,307,37,2024-05-10 07:59:01.863587+00:00
396,0,38,2024-05-10 07:59:02.891767+00:00
115,0,38,2024-05-10 07:59:04.021116+00:00
405,0,38,2024-05-10 07:59:04.734247+00:00
405,0,36,2024-05-10 07:59:05.754156+00:00
387,0,28,2024-05-10 07:59:06.782072+00:00
0,0,28,2024-05-10 07:59:07.811281+00:00
380,0,16,2024-05-10 07:59:08.829553+00:00
405,0,9,2024-05-10 07:59:09.857657+00:00
403,0,9,2024-05-10 07:59:10.777266+00:00
391,0,6,2024-05-10 07:59:11.764558+00:00
398,0,5,2024-05-10 07:59:12.716075+00:00
413,0,5,2024-05-10 07:59:13.746027+00:00
400,0,5,2024-05-10 07:59:14.770968+00:00
405,0,4,2024-05-10 07:59:15.793998+00:00
389,0,4,2024-05-10 07:59:16.822840+00:00
417,0,4,2024-05-10 07:59:17.838349+00:00
390,0,3,2024-05-10 07:59:18.697077+00:00
395,0,3,2024-05-10 07:59:19.894566+00:00
395,0,2,2024-05-10 07:59:20.723996+00:00
399,0,2,2024-05-10 07:59:21.735369+00:00
161,0,2,2024-05-10 07:59:22.755293+00:00
161,0,2,2024-05-10 07:59:23.783619+00:00
385,0,1,2024-05-10 07:59:24.807644+00:00
380,0,1,2024-05-10 07:59:25.725652+00:00
405,0,1,2024-05-10 07:59:26.859304+00:00
0,0,1,2024-05-10 07:59:27.895906+00:00
400,0,1,2024-05-10 07:59:28.906554+00:00
410,0,1,2024-05-10 07:59:29.724368+00:00
403,0,1,2024-05-10 07:59:30.743947+00:00
211,0,1,2024-05-10 07:59:31.765528+00:00
393,0,1,2024-05-10 07:59:32.792010+00:00
395,0,0,2024-05-10 07:59:33.817992+00:00
387,0,0,2024-05-10 07:59:34.837574+00:00
385,0,0,2024-05-10 07:59:35.875827+00:00
397,0,0,2024-05-10 07:59:36.883000+00:00
402,0,0,2024-05-10 07:59:37.803957+00:00
397,0,0,2024-05-10 07:59:38.725949+00:00
403,0,0,2024-05-10 07:59:39.757055+00:00
396,0,0,2024-05-10 07:59:40.781790+00:00
388,0,0,2024-05-10 07:59:41.805892+00:00
259,0,0,2024-05-10 07:59:42.823133+00:00
406,0,0,2024-05-10 07:59:43.853990+00:00
406,0,0,2024-05-10 07:59:44.773042+00:00
407,0,0,2024-05-10 07:59:45.797297+00:00
33,0,0,2024-05-10 07:59:46.819386+00:00
414,0,0,2024-05-10 07:59:47.754244+00:00
394,0,0,2024-05-10 07:59:48.765610+00:00
400,0,0,2024-05-10 07:59:49.787204+00:00
974,0,0,2024-05-10 07:59:50.813932+00:00
411,0,0,2024-05-10 07:59:51.874153+00:00
412,0,0,2024-05-10 07:59:52.902174+00:00
410,0,0,2024-05-10 07:59:53.787682+00:00
393,0,0,2024-05-10 07:59:54.910555+00:00
402,0,0,2024-05-10 07:59:55.729938+00:00
387,0,0,2024-05-10 07:59:56.758837+00:00
394,0,0,2024-05-10 07:59:57.777617+00:00
378,0,0,2024-05-10 07:59:58.799208+00:00
400,0,0,2024-05-10 07:59:59.723602+00:00
384,0,0,2024-05-10 08:00:00.747262+00:00
329,0,0,2024-05-10 08:00:01.776081+00:00
403,0,0,2024-05-10 08:00:02.995292+00:00
391,0,0,2024-05-10 08:00:03.815613+00:00
411,0,0,2024-05-10 08:00:04.739424+00:00
64,0,0,2024-05-10 08:00:05.774752+00:00
401,0,0,2024-05-10 08:00:06.866060+00:00
400,0,0,2024-05-10 08:00:07.817773+00:00
400,0,0,2024-05-10 08:00:08.730880+00:00
0,0,0,2024-05-10 08:00:09.861098+00:00
399,0,0,2024-05-10 08:00:10.740284+00:00
400,0,0,2024-05-10 08:00:11.905501+00:00
398,0,0,2024-05-10 08:00:12.727166+00:00
398,0,0,2024-05-10 08:00:13.751497+00:00
400,0,0,2024-05-10 08:00:14.818387+00:00
385,0,0,2024-05-10 08:00:15.794978+00:00
403,0,0,2024-05-10 08:00:16.827773+00:00
416,0,0,2024-05-10 08:00:17.848419+00:00
386,0,0,2024-05-10 08:00:18.766268+00:00
397,0,0,2024-05-10 08:00:19.897037+00:00
359,0,0,2024-05-10 08:00:20.920402+00:00
64,0,0,2024-05-10 08:00:21.738272+00:00
59,123,0,2024-05-10 08:00:22.739902+00:00
64,309,0,2024-05-10 08:00:23.804621+00:00
0,339,1,2024-05-10 08:00:24.809437+00:00
64,410,1,2024-05-10 08:00:25.832906+00:00
49,329,8,2024-05-10 08:00:26.861261+00:00
59,334,15,2024-05-10 08:00:27.881330+00:00
0,166,15,2024-05-10 08:00:28.909237+00:00
45,305,22,2024-05-10 08:00:29.755638+00:00
53,338,26,2024-05-10 08:00:30.743091+00:00
59,336,26,2024-05-10 08:00:31.774826+00:00
62,0,30,2024-05-10 08:00:32.799683+00:00
59,384,35,2024-05-10 08:00:33.819963+00:00
47,315,35,2024-05-10 08:00:34.848176+00:00
41,332,40,2024-05-10 08:00:35.866546+00:00
45,195,44,2024-05-10 08:00:36.896542+00:00
44,352,44,2024-05-10 08:00:37.918301+00:00
29,291,48,2024-05-10 08:00:38.737632+00:00
47,347,53,2024-05-10 08:00:39.761439+00:00
47,337,53,2024-05-10 08:00:40.786644+00:00
45,348,56,2024-05-10 08:00:41.806193+00:00
57,368,58,2024-05-10 08:00:42.832313+00:00
0,319,58,2024-05-10 08:00:43.860087+00:00
54,341,59,2024-05-10 08:00:44.783237+00:00
63,313,60,2024-05-10 08:00:45.903286+00:00
53,308,60,2024-05-10 08:00:46.767870+00:00
0,207,60,2024-05-10 08:00:47.749052+00:00
409,0,60,2024-05-10 08:00:48.773989+00:00
413,0,60,2024-05-10 08:00:49.800097+00:00
397,0,59,2024-05-10 08:00:50.823425+00:00
384,0,58,2024-05-10 08:00:51.746511+00:00
379,0,53,2024-05-10 08:00:52.866410+00:00
368,0,42,2024-05-10 08:00:53.895489+00:00
381,0,42,2024-05-10 08:00:54.812591+00:00
400,0,34,2024-05-10 08:00:55.736223+00:00
403,0,28,2024-05-10 08:00:56.757088+00:00
403,0,28,2024-05-10 08:00:57.785800+00:00
399,0,22,2024-05-10 08:00:58.770698+00:00
398,0,14,2024-05-10 08:00:59.781437+00:00
405,0,14,2024-05-10 08:01:00.855818+00:00
393,0,9,2024-05-10 08:01:01.882388+00:00
260,0,7,2024-05-10 08:01:02.907522+00:00
260,0,7,2024-05-10 08:01:03.937503+00:00
397,0,6,2024-05-10 08:01:04.748501+00:00
397,0,5,2024-05-10 08:01:05.771610+00:00
400,0,5,2024-05-10 08:01:06.799996+00:00
6,0,4,2024-05-10 08:01:07.710019+00:00
411,0,4,2024-05-10 08:01:08.850189+00:00
400,0,4,2024-05-10 08:01:09.867823+00:00
403,0,3,2024-05-10 08:01:10.893056+00:00
0,0,3,2024-05-10 08:01:11.915770+00:00
400,0,3,2024-05-10 08:01:12.737846+00:00
411,0,2,2024-05-10 08:01:13.787184+00:00
407,0,2,2024-05-10 08:01:14.785042+00:00
400,0,2,2024-05-10 08:01:15.810326+00:00
395,0,2,2024-05-10 08:01:16.840395+00:00
401,0,1,2024-05-10 08:01:17.855563+00:00
382,0,1,2024-05-10 08:01:18.779598+00:00
387,0,1,2024-05-10 08:01:19.905843+00:00
409,0,1,2024-05-10 08:01:20.723890+00:00
400,0,1,2024-05-10 08:01:21.749624+00:00
399,0,1,2024-05-10 08:01:22.768262+00:00
423,0,1,2024-05-10 08:01:23.905800+00:00
400,0,1,2024-05-10 08:01:24.713644+00:00
398,0,1,2024-05-10 08:01:25.742282+00:00
102,0,0,2024-05-10 08:01:26.772056+00:00
395,0,0,2024-05-10 08:01:27.787601+00:00
412,0,0,2024-05-10 08:01:28.856017+00:00
404,0,0,2024-05-10 08:01:29.837647+00:00
0,0,0,2024-05-10 08:01:30.881421+00:00
395,0,0,2024-05-10 08:01:31.781009+00:00
398,0,0,2024-05-10 08:01:32.904960+00:00
398,0,0,2024-05-10 08:01:33.729281+00:00
395,0,0,2024-05-10 08:01:34.750403+00:00
390,0,0,2024-05-10 08:01:35.780509+00:00
384,0,0,2024-05-10 08:01:36.798313+00:00
405,0,0,2024-05-10 08:01:37.724969+00:00
385,0,0,2024-05-10 08:01:38.746963+00:00
395,0,0,2024-05-10 08:01:39.870731+00:00
391,0,0,2024-05-10 08:01:40.907308+00:00
403,0,0,2024-05-10 08:01:41.920248+00:00
388,0,0,2024-05-10 08:01:42.737997+00:00
397,0,0,2024-05-10 08:01:43.808143+00:00
391,0,0,2024-05-10 08:01:44.787787+00:00
164,0,0,2024-05-10 08:01:45.720357+00:00
397,0,0,2024-05-10 08:01:46.831380+00:00
128,0,0,2024-05-10 08:01:47.862696+00:00
15,0,0,2024-05-10 08:01:48.880411+00:00
0,0,0,2024-05-10 08:01:49.901366+00:00
0,0,1,2024-05-10 08:01:50.727205+00:00
0,373,1,2024-05-10 08:01:51.752435+00:00
2,0,3,2024-05-10 08:01:52.772733+00:00
0,0,5,2024-05-10 08:01:53.796836+00:00
0,339,5,2024-05-10 08:01:54.820522+00:00
0,376,7,2024-05-10 08:01:55.839946+00:00
0,323,12,2024-05-10 08:01:56.864927+00:00
2,545,12,2024-05-10 08:01:57.903235+00:00
3,281,19,2024-05-10 08:01:58.919132+00:00
16,372,25,2024-05-10 08:01:59.738283+00:00
13,304,25,2024-05-10 08:02:00.763387+00:00
16,304,29,2024-05-10 08:02:01.782030+00:00
15,309,33,2024-05-10 08:02:02.809585+00:00
19,310,33,2024-05-10 08:02:03.832114+00:00
0,321,35,2024-05-10 08:02:04.874250+00:00
10,307,37,2024-05-10 08:02:05.779477+00:00
0,305,37,2024-05-10 08:02:06.704884+00:00
0,355,37,2024-05-10 08:02:07.706058+00:00
0,284,38,2024-05-10 08:02:08.712129+00:00
7,337,38,2024-05-10 08:02:09.770514+00:00
2,313,38,2024-05-10 08:02:10.792419+00:00
13,286,40,2024-05-10 08:02:11.822812+00:00
51,39,40,2024-05-10 08:02:12.843618+00:00
8,354,42,2024-05-10 08:02:13.767354+00:00
0,282,43,2024-05-10 08:02:14.889985+00:00
5,332,43,2024-05-10 08:02:15.913676+00:00
7,652,44,2024-05-10 08:02:16.736233+00:00
3,296,45,2024-05-10 08:02:17.755123+00:00
0,336,45,2024-05-10 08:02:18.762453+00:00
13,314,47,2024-05-10 08:02:19.805399+00:00
3,328,49,2024-05-10 08:02:20.832073+00:00
7,290,49,2024-05-10 08:02:21.855756+00:00
0,287,51,2024-05-10 08:02:22.881358+00:00
0,286,53,2024-05-10 08:02:23.897061+00:00
7,304,53,2024-05-10 08:02:24.718741+00:00
12,304,55,2024-05-10 08:02:25.742578+00:00
12,336,57,2024-05-10 08:02:26.764067+00:00
0,330,57,2024-05-10 08:02:27.793311+00:00
11,328,58,2024-05-10 08:02:28.817228+00:00
9,272,60,2024-05-10 08:02:29.844112+00:00
2,360,60,2024-05-10 08:02:30.871331+00:00
0,87,60,2024-05-10 08:02:31.889879+00:00
0,316,61,2024-05-10 08:02:32.918606+00:00
344,0,61,2024-05-10 08:02:33.738868+00:00
395,0,60,2024-05-10 08:02:34.759727+00:00
410,0,59,2024-05-10 08:02:35.783350+00:00
400,0,59,2024-05-10 08:02:36.803825+00:00
362,0,54,2024-05-10 08:02:37.827106+00:00
382,0,42,2024-05-10 08:02:38.853360+00:00
327,0,42,2024-05-10 08:02:39.875232+00:00
380,0,32,2024-05-10 08:02:40.902555+00:00
346,0,26,2024-05-10 08:02:41.718374+00:00
378,0,26,2024-05-10 08:02:42.740218+00:00
378,0,21,2024-05-10 08:02:43.763578+00:00
402,0,14,2024-05-10 08:02:44.791569+00:00
402,0,14,2024-05-10 08:02:45.812378+00:00
388,0,8,2024-05-10 08:02:46.848225+00:00
83,0,5,2024-05-10 08:02:47.861022+00:00
379,0,5,2024-05-10 08:02:48.891090+00:00
389,0,4,2024-05-10 08:02:49.917363+00:00
394,0,4,2024-05-10 08:02:50.732855+00:00
0,0,4,2024-05-10 08:02:51.750375+00:00
400,0,3,2024-05-10 08:02:52.879438+00:00
373,0,3,2024-05-10 08:02:53.906145+00:00
399,0,3,2024-05-10 08:02:54.723944+00:00
400,0,2,2024-05-10 08:02:55.749633+00:00
391,0,2,2024-05-10 08:02:56.804308+00:00
397,0,2,2024-05-10 08:02:57.800299+00:00
393,0,2,2024-05-10 08:02:58.713868+00:00
406,0,1,2024-05-10 08:02:59.850162+00:00
379,0,1,2024-05-10 08:03:00.873626+00:00
370,0,1,2024-05-10 08:03:01.902549+00:00
368,0,1,2024-05-10 08:03:02.925824+00:00
374,0,1,2024-05-10 08:03:03.735155+00:00
395,0,1,2024-05-10 08:03:04.758773+00:00
368,0,1,2024-05-10 08:03:05.783218+00:00
195,0,1,2024-05-10 08:03:06.808259+00:00
398,0,1,2024-05-10 08:03:07.727807+00:00
398,0,1,2024-05-10 08:03:08.860434+00:00
336,0,1,2024-05-10 08:03:09.882253+00:00
0,0,1,2024-05-10 08:03:10.911603+00:00
46,0,0,2024-05-10 08:03:11.722348+00:00
63,382,1,2024-05-10 08:03:12.747607+00:00
31,18,1,2024-05-10 08:03:13.794362+00:00
48,352,2,2024-05-10 08:03:14.800000+00:00
47,299,7,2024-05-10 08:03:15.716950+00:00
47,342,7,2024-05-10 08:03:16.843972+00:00
16,22,12,2024-05-10 08:03:17.696946+00:00
16,313,18,2024-05-10 08:03:18.993454+00:00
17,304,18,2024-05-10 08:03:19.940196+00:00
24,256,23,2024-05-10 08:03:20.735959+00:00
39,256,27,2024-05-10 08:03:21.757395+00:00
31,366,27,2024-05-10 08:03:22.793646+00:00
38,303,30,2024-05-10 08:03:23.806299+00:00
48,316,33,2024-05-10 08:03:24.829871+00:00
0,314,33,2024-05-10 08:03:25.769935+00:00
48,286,35,2024-05-10 08:03:26.880752+00:00
50,304,37,2024-05-10 08:03:27.901431+00:00
43,335,37,2024-05-10 08:03:28.719808+00:00
0,241,38,2024-05-10 08:03:29.746538+00:00
45,293,39,2024-05-10 08:03:30.781037+00:00
39,306,39,2024-05-10 08:03:31.796345+00:00
36,303,39,2024-05-10 08:03:32.707188+00:00
42,12,40,2024-05-10 08:03:33.944071+00:00
48,389,40,2024-05-10 08:03:34.970774+00:00
58,351,40,2024-05-10 08:03:35.795572+00:00
49,287,40,2024-05-10 08:03:36.930011+00:00
51,0,40,2024-05-10 08:03:37.730607+00:00
52,334,41,2024-05-10 08:03:38.761008+00:00
58,364,43,2024-05-10 08:03:39.789038+00:00
59,266,43,2024-05-10 08:03:40.805011+00:00
60,319,45,2024-05-10 08:03:41.852382+00:00
61,388,46,2024-05-10 08:03:42.891679+00:00
54,307,46,2024-05-10 08:03:43.879304+00:00
0,336,47,2024-05-10 08:03:44.903354+00:00
59,315,47,2024-05-10 08:03:45.715487+00:00
55,319,47,2024-05-10 08:03:46.743461+00:00
55,229,48,2024-05-10 08:03:47.765339+00:00
0,393,49,2024-05-10 08:03:48.791456+00:00
51,375,49,2024-05-10 08:03:49.816329+00:00
48,320,49,2024-05-10 08:03:50.838838+00:00
49,357,49,2024-05-10 08:03:51.885503+00:00
22,118,49,2024-05-10 08:03:52.888863+00:00
42,262,49,2024-05-10 08:03:53.913190+00:00
38,281,50,2024-05-10 08:03:54.732842+00:00
38,351,50,2024-05-10 08:03:55.756390+00:00
48,0,51,2024-05-10 08:03:56.780810+00:00
45,358,52,2024-05-10 08:03:57.804270+00:00
45,240,52,2024-05-10 08:03:58.822784+00:00
44,359,53,2024-05-10 08:03:59.869543+00:00
47,288,54,2024-05-10 08:04:00.882224+00:00
51,318,54,2024-05-10 08:04:01.900516+00:00
44,317,55,2024-05-10 08:04:02.922283+00:00
0,243,56,2024-05-10 08:04:03.739301+00:00
33,327,56,2024-05-10 08:04:04.766815+00:00
32,285,56,2024-05-10 08:04:05.803980+00:00
48,299,57,2024-05-10 08:04:06.717042+00:00
0,326,57,2024-05-10 08:04:07.717572+00:00
38,353,59,2024-05-10 08:04:08.709489+00:00
35,303,59,2024-05-10 08:04:09.989485+00:00
37,303,59,2024-05-10 08:04:10.911506+00:00
27,118,60,2024-05-10 08:04:11.737293+00:00
44,339,60,2024-05-10 08:04:12.760833+00:00
42,341,60,2024-05-10 08:04:13.791904+00:00
48,304,61,2024-05-10 08:04:14.804938+00:00
60,0,61,2024-05-10 08:04:15.822010+00:00
58,275,61,2024-05-10 08:04:16.850796+00:00
54,290,61,2024-05-10 08:04:17.885459+00:00
52,239,60,2024-05-10 08:04:18.784851+00:00
53,426,60,2024-05-10 08:04:19.826199+00:00
54,255,59,2024-05-10 08:04:20.742484+00:00
55,302,57,2024-05-10 08:04:21.701661+00:00
55,304,57,2024-05-10 08:04:22.697264+00:00
55,283,56,2024-05-10 08:04:23.923235+00:00
62,320,54,2024-05-10 08:04:24.710158+00:00
59,355,54,2024-05-10 08:04:25.762921+00:00
59,255,53,2024-05-10 08:04:26.793472+00:00
0,304,52,2024-05-10 08:04:27.917972+00:00
48,303,52,2024-05-10 08:04:28.731921+00:00
48,277,52,2024-05-10 08:04:29.758352+00:00
54,38,53,2024-05-10 08:04:30.779314+00:00
0,209,53,2024-05-10 08:04:31.815928+00:00
42,112,54,2024-05-10 08:04:32.825842+00:00
52,0,57,2024-05-10 08:04:33.849653+00:00
48,0,57,2024-05-10 08:04:34.870518+00:00
54,206,59,2024-05-10 08:04:35.898847+00:00
44,326,60,2024-05-10 08:04:36.920439+00:00
47,323,60,2024-05-10 08:04:37.745890+00:00
49,519,61,2024-05-10 08:04:38.765675+00:00
54,243,61,2024-05-10 08:04:39.790496+00:00
53,0,61,2024-05-10 08:04:40.813577+00:00
417,0,61,2024-05-10 08:04:41.844769+00:00
426,0,60,2024-05-10 08:04:42.863190+00:00
415,0,60,2024-05-10 08:04:43.886137+00:00
294,0,54,2024-05-10 08:04:44.911135+00:00
326,0,46,2024-05-10 08:04:45.751413+00:00
141,0,46,2024-05-10 08:04:46.752338+00:00
394,0,40,2024-05-10 08:04:47.774285+00:00
412,0,33,2024-05-10 08:04:48.800478+00:00
272,0,33,2024-05-10 08:04:49.825817+00:00
0,368,25,2024-05-10 08:04:50.846659+00:00
31,287,20,2024-05-10 08:04:51.814187+00:00
41,190,20,2024-05-10 08:04:52.911089+00:00
39,0,19,2024-05-10 08:04:53.914422+00:00
56,218,20,2024-05-10 08:04:54.740651+00:00
41,347,20,2024-05-10 08:04:55.766076+00:00
46,320,24,2024-05-10 08:04:56.794071+00:00
42,0,27,2024-05-10 08:04:57.812356+00:00
44,0,27,2024-05-10 08:04:58.774490+00:00
45,0,28,2024-05-10 08:04:59.865046+00:00
43,311,28,2024-05-10 08:05:00.884187+00:00
39,311,28,2024-05-10 08:05:01.911777+00:00
37,229,28,2024-05-10 08:05:02.731463+00:00
34,0,28,2024-05-10 08:05:03.750671+00:00
27,275,28,2024-05-10 08:05:04.779908+00:00
0,359,28,2024-05-10 08:05:05.803062+00:00
25,214,27,2024-05-10 08:05:06.713430+00:00
427,0,27,2024-05-10 08:05:07.847147+00:00
191,0,26,2024-05-10 08:05:08.874928+00:00
15,0,22,2024-05-10 08:05:09.830238+00:00
320,0,22,2024-05-10 08:05:10.773151+00:00
54,0,18,2024-05-10 08:05:11.729242+00:00
34,240,16,2024-05-10 08:05:12.775333+00:00
31,0,16,2024-05-10 08:05:13.787762+00:00
25,239,15,2024-05-10 08:05:14.810932+00:00
37,245,15,2024-05-10 08:05:15.833218+00:00
33,267,15,2024-05-10 08:05:16.863237+00:00
29,0,14,2024-05-10 08:05:17.783545+00:00
30,255,13,2024-05-10 08:05:18.800480+00:00
22,247,13,2024-05-10 08:05:19.730840+00:00
32,245,11,2024-05-10 08:05:20.754756+00:00
37,202,9,2024-05-10 08:05:21.874796+00:00
42,327,9,2024-05-10 08:05:22.793072+00:00
46,309,8,2024-05-10 08:05:23.828974+00:00
0,275,7,2024-05-10 08:05:24.889866+00:00
46,258,7,2024-05-10 08:05:25.773387+00:00
413,0,7,2024-05-10 08:05:26.948127+00:00
407,0,6,2024-05-10 08:05:27.916686+00:00
68,0,6,2024-05-10 08:05:28.736575+00:00
423,0,5,2024-05-10 08:05:29.759693+00:00
442,0,5,2024-05-10 08:05:30.790142+00:00
432,0,5,2024-05-10 08:05:31.810768+00:00
0,0,4,2024-05-10 08:05:32.836493+00:00
435,0,4,2024-05-10 08:05:33.755207+00:00
435,0,4,2024-05-10 08:05:34.775516+00:00
429,0,3,2024-05-10 08:05:35.901341+00:00
412,0,3,2024-05-10 08:05:36.930513+00:00
112,0,3,2024-05-10 08:05:37.747913+00:00
112,254,2,2024-05-10 08:05:38.771913+00:00
64,0,2,2024-05-10 08:05:39.901095+00:00
70,0,2,2024-05-10 08:05:40.822139+00:00
59,319,2,2024-05-10 08:05:41.742955+00:00
48,235,3,2024-05-10 08:05:42.864247+00:00
395,0,3,2024-05-10 08:05:43.887834+00:00
423,0,4,2024-05-10 08:05:44.923619+00:00
414,0,4,2024-05-10 08:05:45.732526+00:00
427,0,4,2024-05-10 08:05:46.756792+00:00
163,0,4,2024-05-10 08:05:47.786424+00:00
410,0,3,2024-05-10 08:05:48.803131+00:00
405,0,3,2024-05-10 08:05:49.827911+00:00
417,0,3,2024-05-10 08:05:50.867333+00:00
0,0,3,2024-05-10 08:05:51.881014+00:00
423,0,3,2024-05-10 08:05:52.906855+00:00
356,0,2,2024-05-10 08:05:53.925613+00:00
93,0,2,2024-05-10 08:05:54.739631+00:00
104,28,2,2024-05-10 08:05:55.767998+00:00
85,329,2,2024-05-10 08:05:56.713625+00:00
69,293,2,2024-05-10 08:05:57.810332+00:00
67,307,2,2024-05-10 08:05:58.843854+00:00
66,0,2,2024-05-10 08:05:59.873447+00:00
71,267,2,2024-05-10 08:06:00.893442+00:00
83,256,2,2024-05-10 08:06:01.915147+00:00
87,307,2,2024-05-10 08:06:02.729813+00:00
89,293,2,2024-05-10 08:06:03.755764+00:00
94,314,2,2024-05-10 08:06:04.777779+00:00
76,365,2,2024-05-10 08:06:05.706082+00:00
174,0,2,2024-05-10 08:06:06.710734+00:00
174,0,2,2024-05-10 08:06:07.715643+00:00
415,0,2,2024-05-10 08:06:08.705987+00:00
432,0,2,2024-05-10 08:06:09.902001+00:00
432,0,2,2024-05-10 08:06:10.923537+00:00
0,0,2,2024-05-10 08:06:11.743297+00:00
418,0,2,2024-05-10 08:06:12.766029+00:00
426,0,2,2024-05-10 08:06:13.801271+00:00
423,0,2,2024-05-10 08:06:14.815383+00:00
912,0,2,2024-05-10 08:06:15.842789+00:00
433,0,2,2024-05-10 08:06:16.698431+00:00
422,0,2,2024-05-10 08:06:17.989920+00:00
416,0,2,2024-05-10 08:06:18.766059+00:00
431,0,2,2024-05-10 08:06:19.727004+00:00
417,0,2,2024-05-10 08:06:20.754025+00:00
420,0,2,2024-05-10 08:06:21.776551+00:00
415,0,2,2024-05-10 08:06:22.711930+00:00
358,0,2,2024-05-10 08:06:23.723127+00:00
143,374,2,2024-05-10 08:06:24.845674+00:00
74,301,2,2024-05-10 08:06:25.884145+00:00
0,333,2,2024-05-10 08:06:26.895369+00:00
61,320,2,2024-05-10 08:06:27.923682+00:00
61,303,2,2024-05-10 08:06:28.744636+00:00
48,270,2,2024-05-10 08:06:29.766118+00:00
0,291,2,2024-05-10 08:06:30.792300+00:00
51,0,2,2024-05-10 08:06:31.811325+00:00
61,250,0,2024-05-10 08:06:32.734464+00:00
53,144,20,2024-05-10 08:06:33.702038+00:00
79,279,20,2024-05-10 08:06:34.884788+00:00
48,240,29,2024-05-10 08:06:35.908768+00:00
58,325,32,2024-05-10 08:06:36.728308+00:00
52,0,32,2024-05-10 08:06:37.754570+00:00
52,336,34,2024-05-10 08:06:38.705872+00:00
54,324,37,2024-05-10 08:06:39.801308+00:00
50,334,37,2024-05-10 08:06:40.823323+00:00
45,334,39,2024-05-10 08:06:41.846858+00:00
43,289,41,2024-05-10 08:06:42.871254+00:00
55,289,41,2024-05-10 08:06:43.892600+00:00
53,310,42,2024-05-10 08:06:44.709919+00:00
49,287,43,2024-05-10 08:06:45.735685+00:00
18,272,43,2024-05-10 08:06:46.780098+00:00
22,250,44,2024-05-10 08:06:47.783435+00:00
34,378,45,2024-05-10 08:06:48.810811+00:00
0,270,45,2024-05-10 08:06:49.836868+00:00
44,305,46,2024-05-10 08:06:50.859859+00:00
46,302,46,2024-05-10 08:06:51.891686+00:00
49,324,46,2024-05-10 08:06:52.906874+00:00
0,186,46,2024-05-10 08:06:53.931276+00:00
43,311,46,2024-05-10 08:06:54.757842+00:00
42,246,46,2024-05-10 08:06:55.777253+00:00
55,331,47,2024-05-10 08:06:56.802085+00:00
55,0,50,2024-05-10 08:06:57.721913+00:00
33,285,50,2024-05-10 08:06:58.765638+00:00
28,275,52,2024-05-10 08:06:59.871788+00:00
21,293,53,2024-05-10 08:07:00.895228+00:00
32,589,53,2024-05-10 08:07:01.916443+00:00
42,335,55,2024-05-10 08:07:02.736671+00:00
51,292,56,2024-05-10 08:07:03.762737+00:00
