break_value,speed,timestamp
554,11,2024-04-12 07:51:03.574552+00:00
409,11,2024-04-12 07:51:04.601893+00:00
524,7,2024-04-12 07:51:05.541062+00:00
524,4,2024-04-12 07:51:06.536379+00:00
400,4,2024-04-12 07:51:07.666186+00:00
529,3,2024-04-12 07:51:08.693861+00:00
429,2,2024-04-12 07:51:09.614084+00:00
458,2,2024-04-12 07:51:10.636352+00:00
505,2,2024-04-12 07:51:11.560214+00:00
429,2,2024-04-12 07:51:12.578060+00:00
538,2,2024-04-12 07:51:13.607396+00:00
443,2,2024-04-12 07:51:14.628552+00:00
541,1,2024-04-12 07:51:15.653499+00:00
493,1,2024-04-12 07:51:16.679481+00:00
398,1,2024-04-12 07:51:17.711484+00:00
621,1,2024-04-12 07:51:18.623662+00:00
530,1,2024-04-12 07:51:19.648295+00:00
466,1,2024-04-12 07:51:20.568157+00:00
480,1,2024-04-12 07:51:21.592443+00:00
587,1,2024-04-12 07:51:22.615390+00:00
466,1,2024-04-12 07:51:23.644199+00:00
435,1,2024-04-12 07:51:24.562357+00:00
496,1,2024-04-12 07:51:25.646356+00:00
430,1,2024-04-12 07:51:26.649572+00:00
475,1,2024-04-12 07:51:27.648211+00:00
539,1,2024-04-12 07:51:28.567852+00:00
419,0,2024-04-12 07:51:29.686767+00:00
508,0,2024-04-12 07:51:30.576385+00:00
479,0,2024-04-12 07:51:31.732629+00:00
462,0,2024-04-12 07:51:32.548034+00:00
496,0,2024-04-12 07:51:33.570568+00:00
439,0,2024-04-12 07:51:34.595775+00:00
461,0,2024-04-12 07:51:35.623911+00:00
574,0,2024-04-12 07:51:36.647416+00:00
454,0,2024-04-12 07:51:37.664859+00:00
460,0,2024-04-12 07:51:38.691384+00:00
570,0,2024-04-12 07:51:39.540613+00:00
477,0,2024-04-12 07:51:40.741444+00:00
587,0,2024-04-12 07:51:41.559595+00:00
609,0,2024-04-12 07:51:42.588663+00:00
627,0,2024-04-12 07:51:43.614568+00:00
562,0,2024-04-12 07:51:44.678265+00:00
464,0,2024-04-12 07:51:45.654760+00:00
542,0,2024-04-12 07:51:46.644038+00:00
432,0,2024-04-12 07:51:47.597751+00:00
455,0,2024-04-12 07:51:48.626320+00:00
581,0,2024-04-12 07:51:49.646447+00:00
589,0,2024-04-12 07:51:50.675552+00:00
592,0,2024-04-12 07:51:51.537875+00:00
423,0,2024-04-12 07:51:52.824642+00:00
501,0,2024-04-12 07:51:53.691948+00:00
530,0,2024-04-12 07:51:54.671545+00:00
480,0,2024-04-12 07:51:55.696637+00:00
557,0,2024-04-12 07:51:56.614453+00:00
499,0,2024-04-12 07:51:57.634570+00:00
473,0,2024-04-12 07:51:58.664285+00:00
482,0,2024-04-12 07:51:59.686226+00:00
432,0,2024-04-12 07:52:00.647870+00:00
415,0,2024-04-12 07:52:01.734481+00:00
537,0,2024-04-12 07:52:02.655039+00:00
409,0,2024-04-12 07:52:03.578093+00:00
477,0,2024-04-12 07:52:04.602072+00:00
486,0,2024-04-12 07:52:05.734400+00:00
382,0,2024-04-12 07:52:06.537847+00:00
580,0,2024-04-12 07:52:07.565448+00:00
603,0,2024-04-12 07:52:08.589045+00:00
70,0,2024-04-12 07:52:09.625135+00:00
529,0,2024-04-12 07:52:10.644152+00:00
464,0,2024-04-12 07:52:11.615555+00:00
66,0,2024-04-12 07:52:12.588829+00:00
566,0,2024-04-12 07:52:13.612583+00:00
592,0,2024-04-12 07:52:14.638079+00:00
52,0,2024-04-12 07:52:15.666593+00:00
481,0,2024-04-12 07:52:16.684121+00:00
419,0,2024-04-12 07:52:17.704315+00:00
71,0,2024-04-12 07:52:18.734478+00:00
410,0,2024-04-12 07:52:19.664389+00:00
609,0,2024-04-12 07:52:20.574978+00:00
109,0,2024-04-12 07:52:21.593183+00:00
389,0,2024-04-12 07:52:22.727160+00:00
496,0,2024-04-12 07:52:23.545992+00:00
698,0,2024-04-12 07:52:24.573624+00:00
476,0,2024-04-12 07:52:25.595476+00:00
527,0,2024-04-12 07:52:26.619068+00:00
769,0,2024-04-12 07:52:27.749001+00:00
417,0,2024-04-12 07:52:28.563733+00:00
39,0,2024-04-12 07:52:29.586458+00:00
39,0,2024-04-12 07:52:30.614467+00:00
178,0,2024-04-12 07:52:31.635638+00:00
80,0,2024-04-12 07:52:32.655372+00:00
128,1,2024-04-12 07:52:33.679162+00:00
304,1,2024-04-12 07:52:34.604651+00:00
112,7,2024-04-12 07:52:35.645893+00:00
144,12,2024-04-12 07:52:36.551024+00:00
404,12,2024-04-12 07:52:37.569530+00:00
34,16,2024-04-12 07:52:38.598646+00:00
0,19,2024-04-12 07:52:39.620634+00:00
0,19,2024-04-12 07:52:40.646831+00:00
0,22,2024-04-12 07:52:41.666391+00:00
0,23,2024-04-12 07:52:42.652047+00:00
0,23,2024-04-12 07:52:43.805163+00:00
0,24,2024-04-12 07:52:44.846852+00:00
0,25,2024-04-12 07:52:45.669716+00:00
0,25,2024-04-12 07:52:46.710048+00:00
0,29,2024-04-12 07:52:47.608130+00:00
0,32,2024-04-12 07:52:48.632385+00:00
0,32,2024-04-12 07:52:49.643655+00:00
0,34,2024-04-12 07:52:50.685121+00:00
0,37,2024-04-12 07:52:51.700955+00:00
0,37,2024-04-12 07:52:52.622702+00:00
0,39,2024-04-12 07:52:53.548003+00:00
0,42,2024-04-12 07:52:54.567662+00:00
0,42,2024-04-12 07:52:55.594339+00:00
0,46,2024-04-12 07:52:56.619648+00:00
0,49,2024-04-12 07:52:57.649953+00:00
0,49,2024-04-12 07:52:58.567396+00:00
67,0,2024-04-12 07:53:10.165804+00:00
548,45,2024-04-12 07:53:10.954186+00:00
0,45,2024-04-12 07:53:11.971917+00:00
133,43,2024-04-12 07:53:13.003517+00:00
112,39,2024-04-12 07:53:14.028113+00:00
0,39,2024-04-12 07:53:15.053191+00:00
105,39,2024-04-12 07:53:15.973860+00:00
66,41,2024-04-12 07:53:17.101066+00:00
0,41,2024-04-12 07:53:18.033837+00:00
1,44,2024-04-12 07:53:19.146420+00:00
32,48,2024-04-12 07:53:19.966572+00:00
0,48,2024-04-12 07:53:20.991586+00:00
0,50,2024-04-12 07:53:22.032550+00:00
0,52,2024-04-12 07:53:23.042463+00:00
68,52,2024-04-12 07:53:23.957877+00:00
361,54,2024-04-12 07:53:24.985511+00:00
225,53,2024-04-12 07:53:26.112559+00:00
0,53,2024-04-12 07:53:27.147503+00:00
27,51,2024-04-12 07:53:27.962423+00:00
29,48,2024-04-12 07:53:28.940177+00:00
0,48,2024-04-12 07:53:29.936878+00:00
0,47,2024-04-12 07:53:30.938865+00:00
0,47,2024-04-12 07:53:31.938820+00:00
0,47,2024-04-12 07:53:33.073375+00:00
0,47,2024-04-12 07:53:34.099363+00:00
0,48,2024-04-12 07:53:35.121791+00:00
64,48,2024-04-12 07:53:36.143787+00:00
252,48,2024-04-12 07:53:36.965712+00:00
419,47,2024-04-12 07:53:37.988776+00:00
13,47,2024-04-12 07:53:39.015523+00:00
519,44,2024-04-12 07:53:40.039015+00:00
277,39,2024-04-12 07:53:41.062590+00:00
87,39,2024-04-12 07:53:42.087660+00:00
407,33,2024-04-12 07:53:43.111870+00:00
433,28,2024-04-12 07:53:43.937704+00:00
7,28,2024-04-12 07:53:44.959524+00:00
254,25,2024-04-12 07:53:45.935402+00:00
210,22,2024-04-12 07:53:47.031219+00:00
0,22,2024-04-12 07:53:48.026552+00:00
128,19,2024-04-12 07:53:49.072330+00:00
141,18,2024-04-12 07:53:50.074596+00:00
0,18,2024-04-12 07:53:51.102599+00:00
190,17,2024-04-12 07:53:52.123730+00:00
112,16,2024-04-12 07:53:53.041495+00:00
0,16,2024-04-12 07:53:53.964134+00:00
119,16,2024-04-12 07:53:54.992273+00:00
118,17,2024-04-12 07:53:56.021358+00:00
0,17,2024-04-12 07:53:57.043113+00:00
462,19,2024-04-12 07:53:58.062164+00:00
434,19,2024-04-12 07:53:59.007700+00:00
434,19,2024-04-12 07:54:00.014271+00:00
0,18,2024-04-12 07:54:01.037229+00:00
0,15,2024-04-12 07:54:02.053006+00:00
0,15,2024-04-12 07:54:03.096105+00:00
0,15,2024-04-12 07:54:04.106690+00:00
51,16,2024-04-12 07:54:05.127111+00:00
88,16,2024-04-12 07:54:06.149446+00:00
0,20,2024-04-12 07:54:06.969051+00:00
77,23,2024-04-12 07:54:07.992505+00:00
480,23,2024-04-12 07:54:09.050075+00:00
391,25,2024-04-12 07:54:10.045567+00:00
387,25,2024-04-12 07:54:11.072390+00:00
332,25,2024-04-12 07:54:12.096221+00:00
111,23,2024-04-12 07:54:13.113569+00:00
314,19,2024-04-12 07:54:14.028527+00:00
22,19,2024-04-12 07:54:14.961814+00:00
0,17,2024-04-12 07:54:15.980260+00:00
118,17,2024-04-12 07:54:17.013969+00:00
161,17,2024-04-12 07:54:18.029401+00:00
0,19,2024-04-12 07:54:19.053300+00:00
111,22,2024-04-12 07:54:20.078938+00:00
80,22,2024-04-12 07:54:20.998156+00:00
0,26,2024-04-12 07:54:22.125184+00:00
172,29,2024-04-12 07:54:23.047061+00:00
25,30,2024-04-12 07:54:30.130303+00:00
0,30,2024-04-12 07:54:31.089541+00:00
63,32,2024-04-12 07:54:32.085467+00:00
0,32,2024-04-12 07:54:33.198815+00:00
187,33,2024-04-12 07:54:34.202789+00:00
405,32,2024-04-12 07:54:35.130039+00:00
311,32,2024-04-12 07:54:36.258058+00:00
231,28,2024-04-12 07:54:37.275701+00:00
320,23,2024-04-12 07:54:38.307811+00:00
240,23,2024-04-12 07:54:39.124311+00:00
71,21,2024-04-12 07:54:40.154186+00:00
181,20,2024-04-12 07:54:41.170446+00:00
197,20,2024-04-12 07:54:42.196818+00:00
97,21,2024-04-12 07:54:43.217287+00:00
198,23,2024-04-12 07:54:44.094945+00:00
137,23,2024-04-12 07:54:45.088954+00:00
11,26,2024-04-12 07:54:46.105108+00:00
141,28,2024-04-12 07:54:47.113815+00:00
595,28,2024-04-12 07:54:48.130198+00:00
190,29,2024-04-12 07:54:49.170553+00:00
474,27,2024-04-12 07:54:50.189068+00:00
347,27,2024-04-12 07:54:51.103101+00:00
231,24,2024-04-12 07:54:52.231799+00:00
0,20,2024-04-12 07:54:53.193070+00:00
75,20,2024-04-12 07:54:54.186033+00:00
80,18,2024-04-12 07:54:55.203279+00:00
143,17,2024-04-12 07:54:56.131152+00:00
177,17,2024-04-12 07:54:57.244894+00:00
69,18,2024-04-12 07:55:01.141557+00:00
112,18,2024-04-12 07:55:01.142554+00:00
143,18,2024-04-12 07:55:01.191330+00:00
130,34,2024-04-12 07:55:02.163422+00:00
169,18,2024-04-12 07:55:02.220157+00:00
109,34,2024-04-12 07:55:03.188826+00:00
53,34,2024-04-12 07:55:04.214174+00:00
125,34,2024-04-12 07:55:05.237042+00:00
51,34,2024-04-12 07:55:06.261048+00:00
0,34,2024-04-12 07:55:07.095391+00:00
48,33,2024-04-12 07:55:08.108342+00:00
30,33,2024-04-12 07:55:09.127361+00:00
0,31,2024-04-12 07:55:10.150759+00:00
0,29,2024-04-12 07:55:11.173940+00:00
0,29,2024-04-12 07:55:12.201434+00:00
0,28,2024-04-12 07:55:13.095472+00:00
0,27,2024-04-12 07:55:14.247823+00:00
0,27,2024-04-12 07:55:15.266228+00:00
0,26,2024-04-12 07:55:16.087153+00:00
0,26,2024-04-12 07:55:17.093384+00:00
0,26,2024-04-12 07:55:18.136861+00:00
0,27,2024-04-12 07:55:19.163886+00:00
0,28,2024-04-12 07:55:20.188309+00:00
0,28,2024-04-12 07:55:21.208571+00:00
0,29,2024-04-12 07:55:22.234875+00:00
21,29,2024-04-12 07:55:23.275309+00:00
0,29,2024-04-12 07:55:24.127947+00:00
0,30,2024-04-12 07:55:25.104097+00:00
0,30,2024-04-12 07:55:26.125190+00:00
578,29,2024-04-12 07:55:27.148198+00:00
557,29,2024-04-12 07:55:28.176326+00:00
527,29,2024-04-12 07:55:29.198440+00:00
645,26,2024-04-12 07:55:30.116173+00:00
465,20,2024-04-12 07:55:31.142633+00:00
663,20,2024-04-12 07:55:32.170305+00:00
589,12,2024-04-12 07:55:33.295915+00:00
288,6,2024-04-12 07:55:34.113723+00:00
448,6,2024-04-12 07:55:35.140655+00:00
451,3,2024-04-12 07:55:36.161929+00:00
369,2,2024-04-12 07:55:37.181215+00:00
492,2,2024-04-12 07:55:38.105138+00:00
497,1,2024-04-12 07:55:39.235647+00:00
359,1,2024-04-12 07:55:40.153447+00:00
592,1,2024-04-12 07:55:41.180245+00:00
742,1,2024-04-12 07:55:42.203462+00:00
445,1,2024-04-12 07:55:43.126458+00:00
497,1,2024-04-12 07:55:44.150737+00:00
489,1,2024-04-12 07:55:45.167846+00:00
474,1,2024-04-12 07:55:46.272563+00:00
593,1,2024-04-12 07:55:47.219218+00:00
594,1,2024-04-12 07:55:48.101068+00:00
460,0,2024-04-12 07:55:49.162028+00:00
657,0,2024-04-12 07:55:50.210719+00:00
570,0,2024-04-12 07:55:51.217598+00:00
442,0,2024-04-12 07:55:52.134600+00:00
505,0,2024-04-12 07:55:53.159551+00:00
575,0,2024-04-12 07:55:54.289308+00:00
509,0,2024-04-12 07:55:55.104581+00:00
576,0,2024-04-12 07:55:56.273056+00:00
576,0,2024-04-12 07:55:57.160062+00:00
398,0,2024-04-12 07:55:58.104382+00:00
559,0,2024-04-12 07:55:59.098280+00:00
559,0,2024-04-12 07:56:00.133564+00:00
641,0,2024-04-12 07:56:01.140721+00:00
140,0,2024-04-12 07:56:02.099702+00:00
0,0,2024-04-12 07:56:03.234778+00:00
181,1,2024-04-12 07:56:04.133836+00:00
100,1,2024-04-12 07:56:05.245242+00:00
129,5,2024-04-12 07:56:06.179963+00:00
147,11,2024-04-12 07:56:07.299633+00:00
176,11,2024-04-12 07:56:08.106870+00:00
175,16,2024-04-12 07:56:09.134984+00:00
163,20,2024-04-12 07:56:10.158564+00:00
81,20,2024-04-12 07:56:11.185446+00:00
80,22,2024-04-12 07:56:12.207264+00:00
157,25,2024-04-12 07:56:13.130121+00:00
174,25,2024-04-12 07:56:14.273100+00:00
111,29,2024-04-12 07:56:15.296559+00:00
163,34,2024-04-12 07:56:16.095117+00:00
180,34,2024-04-12 07:56:17.116861+00:00
149,37,2024-04-12 07:56:18.152939+00:00
173,38,2024-04-12 07:56:19.169584+00:00
119,38,2024-04-12 07:56:20.192381+00:00
99,39,2024-04-12 07:56:21.081444+00:00
127,40,2024-04-12 07:56:22.145109+00:00
80,40,2024-04-12 07:56:23.264532+00:00
112,39,2024-04-12 07:56:24.292909+00:00
112,38,2024-04-12 07:56:25.108221+00:00
146,38,2024-04-12 07:56:26.134241+00:00
368,37,2024-04-12 07:56:27.152132+00:00
594,35,2024-04-12 07:56:28.184589+00:00
338,35,2024-04-12 07:56:29.212273+00:00
341,31,2024-04-12 07:56:30.128999+00:00
315,24,2024-04-12 07:56:31.355865+00:00
310,24,2024-04-12 07:56:32.278563+00:00
242,17,2024-04-12 07:56:33.196969+00:00
237,11,2024-04-12 07:56:34.118947+00:00
322,11,2024-04-12 07:56:35.247446+00:00
602,7,2024-04-12 07:56:36.267784+00:00
633,4,2024-04-12 07:56:37.292753+00:00
438,4,2024-04-12 07:56:38.094027+00:00
385,3,2024-04-12 07:56:39.137216+00:00
403,2,2024-04-12 07:56:40.206754+00:00
474,2,2024-04-12 07:56:41.088255+00:00
394,1,2024-04-12 07:56:42.111375+00:00
425,1,2024-04-12 07:56:43.235025+00:00
654,1,2024-04-12 07:56:44.085122+00:00
496,1,2024-04-12 07:56:45.099547+00:00
510,1,2024-04-12 07:56:46.113485+00:00
376,1,2024-04-12 07:56:47.115663+00:00
525,1,2024-04-12 07:56:48.147094+00:00
439,1,2024-04-12 07:56:49.206760+00:00
491,1,2024-04-12 07:56:50.198763+00:00
464,0,2024-04-12 07:56:51.115206+00:00
451,0,2024-04-12 07:56:52.246739+00:00
400,0,2024-04-12 07:56:53.266954+00:00
464,0,2024-04-12 07:56:54.294463+00:00
251,0,2024-04-12 07:56:55.106989+00:00
131,0,2024-04-12 07:56:56.133272+00:00
130,0,2024-04-12 07:56:57.161339+00:00
101,2,2024-04-12 07:56:58.291170+00:00
83,2,2024-04-12 07:56:59.107531+00:00
0,8,2024-04-12 07:57:00.128109+00:00
0,15,2024-04-12 07:57:01.151842+00:00
0,15,2024-04-12 07:57:02.179571+00:00
0,22,2024-04-12 07:57:03.201831+00:00
0,27,2024-04-12 07:57:04.225579+00:00
0,27,2024-04-12 07:57:05.252953+00:00
0,32,2024-04-12 07:57:06.275076+00:00
0,36,2024-04-12 07:57:07.297325+00:00
0,36,2024-04-12 07:57:08.113683+00:00
0,37,2024-04-12 07:57:09.140683+00:00
0,37,2024-04-12 07:57:10.154183+00:00
0,37,2024-04-12 07:57:11.183592+00:00
344,37,2024-04-12 07:57:12.108855+00:00
307,35,2024-04-12 07:57:13.239283+00:00
303,35,2024-04-12 07:57:14.260167+00:00
242,31,2024-04-12 07:57:15.287357+00:00
358,27,2024-04-12 07:57:16.303908+00:00
343,27,2024-04-12 07:57:17.125571+00:00
262,22,2024-04-12 07:57:18.153792+00:00
307,15,2024-04-12 07:57:19.275374+00:00
271,15,2024-04-12 07:57:20.199930+00:00
299,9,2024-04-12 07:57:21.224674+00:00
350,5,2024-04-12 07:57:22.248292+00:00
288,5,2024-04-12 07:57:23.089657+00:00
275,4,2024-04-12 07:57:24.091357+00:00
284,2,2024-04-12 07:57:25.122238+00:00
286,2,2024-04-12 07:57:26.090500+00:00
289,2,2024-04-12 07:57:27.103187+00:00
280,1,2024-04-12 07:57:28.189919+00:00
290,1,2024-04-12 07:57:29.208752+00:00
391,1,2024-04-12 07:57:30.133665+00:00
319,1,2024-04-12 07:57:31.154096+00:00
272,1,2024-04-12 07:57:32.179590+00:00
320,1,2024-04-12 07:57:33.097501+00:00
340,1,2024-04-12 07:57:34.119781+00:00
251,1,2024-04-12 07:57:35.154468+00:00
256,1,2024-04-12 07:57:36.173415+00:00
278,1,2024-04-12 07:57:37.199184+00:00
269,1,2024-04-12 07:57:38.220391+00:00
302,1,2024-04-12 07:57:39.249513+00:00
302,1,2024-04-12 07:57:40.269006+00:00
299,1,2024-04-12 07:57:41.296679+00:00
299,1,2024-04-12 07:57:42.111088+00:00
274,1,2024-04-12 07:57:43.140545+00:00
45,0,2024-04-12 07:57:44.158524+00:00
58,0,2024-04-12 07:57:45.180621+00:00
45,0,2024-04-12 07:57:46.207721+00:00
66,2,2024-04-12 07:57:47.234977+00:00
0,8,2024-04-12 07:57:48.255010+00:00
0,8,2024-04-12 07:57:49.277771+00:00
16,13,2024-04-12 07:57:50.202399+00:00
55,17,2024-04-12 07:57:51.126237+00:00
0,17,2024-04-12 07:57:52.149380+00:00
0,22,2024-04-12 07:57:53.169825+00:00
0,30,2024-04-12 07:57:54.194464+00:00
0,30,2024-04-12 07:57:55.238080+00:00
0,37,2024-04-12 07:57:56.245531+00:00
0,41,2024-04-12 07:57:57.265544+00:00
0,41,2024-04-12 07:57:58.287701+00:00
132,44,2024-04-12 07:57:59.108991+00:00
319,44,2024-04-12 07:58:00.134166+00:00
244,44,2024-04-12 07:58:01.159409+00:00
0,44,2024-04-12 07:58:02.182420+00:00
323,42,2024-04-12 07:58:03.206491+00:00
298,42,2024-04-12 07:58:04.122993+00:00
0,33,2024-04-12 07:58:05.153790+00:00
140,26,2024-04-12 07:58:06.279082+00:00
251,26,2024-04-12 07:58:07.098931+00:00
0,21,2024-04-12 07:58:08.165906+00:00
170,13,2024-04-12 07:58:09.086072+00:00
218,13,2024-04-12 07:58:10.169533+00:00
0,6,2024-04-12 07:58:11.196259+00:00
293,4,2024-04-12 07:58:12.084580+00:00
250,4,2024-04-12 07:58:13.084954+00:00
5,3,2024-04-12 07:58:14.094189+00:00
569,2,2024-04-12 07:58:15.084586+00:00
386,2,2024-04-12 07:58:16.253520+00:00
630,2,2024-04-12 07:58:17.132119+00:00
311,2,2024-04-12 07:58:18.258777+00:00
394,2,2024-04-12 07:58:19.185544+00:00
679,2,2024-04-12 07:58:20.097436+00:00
345,2,2024-04-12 07:58:21.126329+00:00
343,2,2024-04-12 07:58:22.152878+00:00
733,1,2024-04-12 07:58:23.214735+00:00
365,1,2024-04-12 07:58:24.202018+00:00
285,1,2024-04-12 07:58:25.131113+00:00
739,1,2024-04-12 07:58:26.085847+00:00
663,1,2024-04-12 07:58:27.271170+00:00
509,1,2024-04-12 07:58:28.190254+00:00
767,1,2024-04-12 07:58:29.114195+00:00
482,1,2024-04-12 07:58:30.137236+00:00
447,1,2024-04-12 07:58:31.169573+00:00
607,1,2024-04-12 07:58:32.233384+00:00
550,0,2024-04-12 07:58:33.125456+00:00
530,0,2024-04-12 07:58:34.235402+00:00
33,0,2024-04-12 07:58:35.089511+00:00
419,0,2024-04-12 07:58:36.282735+00:00
545,0,2024-04-12 07:58:37.322601+00:00
86,0,2024-04-12 07:58:38.124243+00:00
464,0,2024-04-12 07:58:39.155388+00:00
453,0,2024-04-12 07:58:40.177348+00:00
15,0,2024-04-12 07:58:41.298579+00:00
400,0,2024-04-12 07:58:42.223599+00:00
438,0,2024-04-12 07:58:43.246504+00:00
55,0,2024-04-12 07:58:44.087633+00:00
461,0,2024-04-12 07:58:45.097236+00:00
431,0,2024-04-12 07:58:46.096282+00:00
0,0,2024-04-12 07:58:47.100938+00:00
480,0,2024-04-12 07:58:48.362168+00:00
453,0,2024-04-12 07:58:49.282215+00:00
70,0,2024-04-12 07:58:50.209557+00:00
455,0,2024-04-12 07:58:51.127388+00:00
405,0,2024-04-12 07:58:52.166736+00:00
0,0,2024-04-12 07:58:53.279559+00:00
2,0,2024-04-12 07:58:54.093465+00:00
34,0,2024-04-12 07:58:55.123328+00:00
0,1,2024-04-12 07:58:56.145025+00:00
0,5,2024-04-12 07:58:57.172531+00:00
0,5,2024-04-12 07:58:58.089700+00:00
0,11,2024-04-12 07:58:59.217142+00:00
69,13,2024-04-12 07:59:00.250833+00:00
0,13,2024-04-12 07:59:01.164999+00:00
0,15,2024-04-12 07:59:02.293589+00:00
0,16,2024-04-12 07:59:03.106242+00:00
0,16,2024-04-12 07:59:04.143077+00:00
0,18,2024-04-12 07:59:05.158115+00:00
0,20,2024-04-12 07:59:06.182376+00:00
0,20,2024-04-12 07:59:07.090745+00:00
0,23,2024-04-12 07:59:08.131500+00:00
102,26,2024-04-12 07:59:09.152610+00:00
494,26,2024-04-12 07:59:10.387415+00:00
0,27,2024-04-12 07:59:11.097687+00:00
377,26,2024-04-12 07:59:12.125114+00:00
474,26,2024-04-12 07:59:13.142357+00:00
26,23,2024-04-12 07:59:14.171733+00:00
375,16,2024-04-12 07:59:15.237369+00:00
368,16,2024-04-12 07:59:16.223621+00:00
64,7,2024-04-12 07:59:17.245592+00:00
416,3,2024-04-12 07:59:18.267326+00:00
587,3,2024-04-12 07:59:19.285826+00:00
587,2,2024-04-12 07:59:20.102774+00:00
30,2,2024-04-12 07:59:21.090669+00:00
457,2,2024-04-12 07:59:22.156280+00:00
94,2,2024-04-12 07:59:39.260676+00:00
574,2,2024-04-12 07:59:39.265186+00:00
593,2,2024-04-12 07:59:39.331808+00:00
141,2,2024-04-12 07:59:39.331808+00:00
112,2,2024-04-12 07:59:39.429018+00:00
528,0,2024-04-12 07:59:40.297267+00:00
464,2,2024-04-12 07:59:40.329666+00:00
219,2,2024-04-12 07:59:40.329666+00:00
396,2,2024-04-12 07:59:40.455531+00:00
641,0,2024-04-12 07:59:41.106666+00:00
498,2,2024-04-12 07:59:41.222128+00:00
551,2,2024-04-12 07:59:41.561656+00:00
204,0,2024-04-12 07:59:42.130754+00:00
592,2,2024-04-12 07:59:42.262168+00:00
101,2,2024-04-12 07:59:42.584357+00:00
487,0,2024-04-12 07:59:43.145652+00:00
526,2,2024-04-12 07:59:43.600629+00:00
450,0,2024-04-12 07:59:44.080604+00:00
455,2,2024-04-12 07:59:44.629087+00:00
129,0,2024-04-12 07:59:45.302860+00:00
122,2,2024-04-12 07:59:45.666698+00:00
394,0,2024-04-12 07:59:46.123505+00:00
406,2,2024-04-12 07:59:46.357919+00:00
676,0,2024-04-12 07:59:47.142615+00:00
171,0,2024-04-12 07:59:48.166450+00:00
500,0,2024-04-12 07:59:49.192431+00:00
464,0,2024-04-12 07:59:50.112209+00:00
148,0,2024-04-12 07:59:51.245738+00:00
491,0,2024-04-12 07:59:52.273249+00:00
483,0,2024-04-12 07:59:53.288398+00:00
186,0,2024-04-12 07:59:54.112579+00:00
474,2,2024-04-12 07:59:54.613983+00:00
592,0,2024-04-12 07:59:55.155132+00:00
456,0,2024-04-12 07:59:56.153735+00:00
260,0,2024-04-12 07:59:57.180807+00:00
480,0,2024-04-12 07:59:58.098024+00:00
533,0,2024-04-12 07:59:59.124836+00:00
308,0,2024-04-12 08:00:00.150400+00:00
483,0,2024-04-12 08:00:01.176080+00:00
493,0,2024-04-12 08:00:02.246385+00:00
186,0,2024-04-12 08:00:03.220811+00:00
501,0,2024-04-12 08:00:04.158952+00:00
502,0,2024-04-12 08:00:05.169836+00:00
262,0,2024-04-12 08:00:06.190063+00:00
528,0,2024-04-12 08:00:07.219571+00:00
467,0,2024-04-12 08:00:08.241968+00:00
200,0,2024-04-12 08:00:09.263335+00:00
541,0,2024-04-12 08:00:10.286500+00:00
449,0,2024-04-12 08:00:11.103149+00:00
262,0,2024-04-12 08:00:12.334457+00:00
579,0,2024-04-12 08:00:13.248329+00:00
434,0,2024-04-12 08:00:14.280559+00:00
304,0,2024-04-12 08:00:15.103489+00:00
448,0,2024-04-12 08:00:16.129961+00:00
521,0,2024-04-12 08:00:17.085934+00:00
240,0,2024-04-12 08:00:18.168135+00:00
462,0,2024-04-12 08:00:19.197665+00:00
610,0,2024-04-12 08:00:20.115855+00:00
339,0,2024-04-12 08:00:21.142085+00:00
400,0,2024-04-12 08:00:22.082084+00:00
547,0,2024-04-12 08:00:23.182743+00:00
397,0,2024-04-12 08:00:24.213893+00:00
508,0,2024-04-12 08:00:25.137144+00:00
445,0,2024-04-12 08:00:26.268009+00:00
377,0,2024-04-12 08:00:27.285139+00:00
489,0,2024-04-12 08:00:28.204126+00:00
577,0,2024-04-12 08:00:29.128203+00:00
245,0,2024-04-12 08:00:30.089634+00:00
411,0,2024-04-12 08:00:31.277196+00:00
419,0,2024-04-12 08:00:32.202025+00:00
308,0,2024-04-12 08:00:33.120371+00:00
529,0,2024-04-12 08:00:34.145644+00:00
495,0,2024-04-12 08:00:35.170987+00:00
382,0,2024-04-12 08:00:36.272588+00:00
524,0,2024-04-12 08:00:37.118375+00:00
482,0,2024-04-12 08:00:38.139098+00:00
303,0,2024-04-12 08:00:39.160895+00:00
416,0,2024-04-12 08:00:40.291005+00:00
463,0,2024-04-12 08:00:41.107738+00:00
336,0,2024-04-12 08:00:42.144296+00:00
604,0,2024-04-12 08:00:43.156623+00:00
556,0,2024-04-12 08:00:44.097951+00:00
364,0,2024-04-12 08:00:45.103232+00:00
612,0,2024-04-12 08:00:46.106235+00:00
507,0,2024-04-12 08:00:47.121182+00:00
338,0,2024-04-12 08:00:48.172041+00:00
637,0,2024-04-12 08:00:49.201802+00:00
574,0,2024-04-12 08:00:50.223603+00:00
365,0,2024-04-12 08:00:51.145444+00:00
470,0,2024-04-12 08:00:52.278436+00:00
602,0,2024-04-12 08:00:53.309166+00:00
413,0,2024-04-12 08:00:54.118037+00:00
467,0,2024-04-12 08:00:55.180001+00:00
497,0,2024-04-12 08:00:56.155179+00:00
429,0,2024-04-12 08:00:57.192159+00:00
496,0,2024-04-12 08:00:58.104479+00:00
560,0,2024-04-12 08:00:59.135503+00:00
501,0,2024-04-12 08:01:00.089299+00:00
487,0,2024-04-12 08:01:01.273235+00:00
