break_value,speed,timestamp
471,0,2024-04-12 08:01:02.082030+00:00
471,0,2024-04-12 08:01:03.093253+00:00
494,0,2024-04-12 08:01:04.088351+00:00
528,0,2024-04-12 08:01:05.084036+00:00
479,0,2024-04-12 08:01:06.191762+00:00
389,0,2024-04-12 08:01:07.119556+00:00
530,0,2024-04-12 08:01:08.142393+00:00
265,0,2024-04-12 08:01:09.181166+00:00
254,0,2024-04-12 08:01:10.083373+00:00
223,0,2024-04-12 08:01:11.123477+00:00
165,0,2024-04-12 08:01:12.133727+00:00
174,0,2024-04-12 08:01:13.160434+00:00
144,2,2024-04-12 08:01:14.095279+00:00
209,13,2024-04-12 08:01:15.081402+00:00
107,13,2024-04-12 08:01:16.174484+00:00
148,22,2024-04-12 08:01:17.081906+00:00
151,22,2024-04-12 08:01:18.165083+00:00
80,27,2024-04-12 08:01:19.303399+00:00
48,32,2024-04-12 08:01:20.123576+00:00
80,32,2024-04-12 08:01:21.176825+00:00
0,34,2024-04-12 08:01:22.171474+00:00
65,37,2024-04-12 08:01:23.201018+00:00
94,37,2024-04-12 08:01:24.134752+00:00
112,41,2024-04-12 08:01:25.255709+00:00
124,43,2024-04-12 08:01:26.159339+00:00
201,43,2024-04-12 08:01:27.295134+00:00
129,44,2024-04-12 08:01:28.116858+00:00
158,43,2024-04-12 08:01:29.146732+00:00
410,43,2024-04-12 08:01:30.088603+00:00
278,42,2024-04-12 08:01:31.184333+00:00
267,38,2024-04-12 08:01:32.104337+00:00
258,38,2024-04-12 08:01:33.335109+00:00
297,31,2024-04-12 08:01:34.151985+00:00
309,24,2024-04-12 08:01:35.174790+00:00
288,24,2024-04-12 08:01:36.196337+00:00
239,18,2024-04-12 08:01:37.186320+00:00
333,12,2024-04-12 08:01:38.148551+00:00
325,12,2024-04-12 08:01:39.170204+00:00
546,7,2024-04-12 08:01:40.190091+00:00
668,5,2024-04-12 08:01:41.112108+00:00
601,5,2024-04-12 08:01:42.227773+00:00
557,3,2024-04-12 08:01:43.275728+00:00
606,2,2024-04-12 08:01:44.268495+00:00
613,2,2024-04-12 08:01:45.254994+00:00
500,1,2024-04-12 08:01:46.132073+00:00
326,1,2024-04-12 08:01:47.159661+00:00
250,1,2024-04-12 08:01:48.188674+00:00
144,1,2024-04-12 08:01:49.097686+00:00
109,2,2024-04-12 08:01:50.086574+00:00
114,2,2024-04-12 08:01:51.256970+00:00
134,6,2024-04-12 08:01:52.175844+00:00
74,12,2024-04-12 08:01:53.302454+00:00
123,12,2024-04-12 08:01:54.122105+00:00
97,15,2024-04-12 08:01:55.098164+00:00
0,17,2024-04-12 08:01:56.163176+00:00
208,17,2024-04-12 08:01:57.199888+00:00
561,18,2024-04-12 08:01:58.111358+00:00
279,18,2024-04-12 08:01:59.082997+00:00
320,18,2024-04-12 08:02:00.088136+00:00
302,16,2024-04-12 08:02:01.188165+00:00
257,12,2024-04-12 08:02:02.084002+00:00
560,12,2024-04-12 08:02:03.284999+00:00
546,7,2024-04-12 08:02:04.169413+00:00
503,4,2024-04-12 08:02:05.178689+00:00
353,4,2024-04-12 08:02:06.101243+00:00
553,2,2024-04-12 08:02:07.124017+00:00
288,2,2024-04-12 08:02:08.147836+00:00
336,2,2024-04-12 08:02:09.181874+00:00
443,1,2024-04-12 08:02:10.091174+00:00
347,1,2024-04-12 08:02:11.132224+00:00
400,1,2024-04-12 08:02:12.250485+00:00
422,1,2024-04-12 08:02:13.082729+00:00
351,1,2024-04-12 08:02:14.291403+00:00
407,1,2024-04-12 08:02:15.112925+00:00
399,0,2024-04-12 08:02:16.133152+00:00
310,0,2024-04-12 08:02:17.157244+00:00
304,0,2024-04-12 08:02:18.195268+00:00
424,0,2024-04-12 08:02:19.310660+00:00
403,0,2024-04-12 08:02:20.131672+00:00
400,0,2024-04-12 08:02:21.161152+00:00
261,0,2024-04-12 08:02:22.088011+00:00
285,0,2024-04-12 08:02:23.091080+00:00
246,0,2024-04-12 08:02:24.170966+00:00
370,0,2024-04-12 08:02:25.261721+00:00
254,0,2024-04-12 08:02:26.282191+00:00
349,0,2024-04-12 08:02:27.303739+00:00
253,0,2024-04-12 08:02:28.220237+00:00
285,0,2024-04-12 08:02:29.246907+00:00
295,0,2024-04-12 08:02:30.107055+00:00
337,0,2024-04-12 08:02:31.185722+00:00
304,0,2024-04-12 08:02:32.223035+00:00
474,0,2024-04-12 08:02:33.239455+00:00
435,0,2024-04-12 08:02:34.262317+00:00
240,0,2024-04-12 08:02:35.500695+00:00
454,0,2024-04-12 08:02:36.103357+00:00
533,0,2024-04-12 08:02:37.132091+00:00
522,0,2024-04-12 08:02:38.153083+00:00
390,0,2024-04-12 08:02:39.169325+00:00
339,0,2024-04-12 08:02:40.096976+00:00
454,0,2024-04-12 08:02:41.119443+00:00
490,0,2024-04-12 08:02:42.358175+00:00
398,0,2024-04-12 08:02:43.174549+00:00
398,0,2024-04-12 08:02:44.110183+00:00
333,0,2024-04-12 08:02:45.148589+00:00
335,0,2024-04-12 08:02:46.172919+00:00
378,0,2024-04-12 08:02:47.129034+00:00
266,0,2024-04-12 08:02:48.308569+00:00
106,0,2024-04-12 08:02:49.324260+00:00
201,0,2024-04-12 08:02:50.136050+00:00
144,0,2024-04-12 08:02:51.167800+00:00
0,2,2024-04-12 08:02:52.284337+00:00
80,6,2024-04-12 08:02:53.112865+00:00
59,6,2024-04-12 08:02:54.226808+00:00
0,9,2024-04-12 08:02:55.257842+00:00
53,10,2024-04-12 08:02:56.173616+00:00
0,10,2024-04-12 08:02:57.200653+00:00
0,10,2024-04-12 08:02:58.122272+00:00
18,10,2024-04-12 08:02:59.249447+00:00
162,10,2024-04-12 08:03:00.270842+00:00
0,10,2024-04-12 08:03:01.300737+00:00
132,10,2024-04-12 08:03:02.112571+00:00
118,10,2024-04-12 08:03:03.144386+00:00
0,10,2024-04-12 08:03:04.174430+00:00
142,10,2024-04-12 08:03:05.187041+00:00
80,10,2024-04-12 08:03:06.217331+00:00
433,10,2024-04-12 08:03:07.251763+00:00
0,9,2024-04-12 08:03:08.157023+00:00
77,9,2024-04-12 08:03:09.280809+00:00
686,9,2024-04-12 08:03:10.179544+00:00
266,9,2024-04-12 08:03:11.126158+00:00
259,9,2024-04-12 08:03:12.151220+00:00
703,7,2024-04-12 08:03:13.182712+00:00
288,4,2024-04-12 08:03:14.191958+00:00
243,4,2024-04-12 08:03:15.217100+00:00
0,2,2024-04-12 08:03:16.146425+00:00
294,1,2024-04-12 08:03:17.383130+00:00
201,1,2024-04-12 08:03:18.333920+00:00
0,1,2024-04-12 08:03:19.115993+00:00
218,1,2024-04-12 08:03:20.245688+00:00
269,1,2024-04-12 08:03:21.271562+00:00
0,1,2024-04-12 08:03:22.191168+00:00
249,1,2024-04-12 08:03:23.107019+00:00
250,1,2024-04-12 08:03:24.134256+00:00
0,1,2024-04-12 08:03:25.255342+00:00
142,1,2024-04-12 08:03:26.181175+00:00
192,1,2024-04-12 08:03:27.199764+00:00
0,1,2024-04-12 08:03:28.127663+00:00
105,3,2024-04-12 08:03:29.162768+00:00
199,3,2024-04-12 08:03:30.178157+00:00
0,5,2024-04-12 08:03:31.193775+00:00
38,7,2024-04-12 08:03:32.122129+00:00
0,7,2024-04-12 08:03:33.145032+00:00
0,9,2024-04-12 08:03:34.159766+00:00
0,14,2024-04-12 08:03:35.188943+00:00
0,14,2024-04-12 08:03:36.116440+00:00
0,20,2024-04-12 08:03:37.342455+00:00
0,27,2024-04-12 08:03:38.093314+00:00
0,27,2024-04-12 08:03:39.231088+00:00
0,33,2024-04-12 08:03:40.111454+00:00
0,36,2024-04-12 08:03:41.130304+00:00
0,36,2024-04-12 08:03:42.145936+00:00
0,38,2024-04-12 08:03:43.187204+00:00
0,41,2024-04-12 08:03:44.200367+00:00
0,41,2024-04-12 08:03:45.224766+00:00
0,43,2024-04-12 08:03:46.083181+00:00
0,44,2024-04-12 08:03:47.091106+00:00
0,44,2024-04-12 08:03:48.303167+00:00
0,45,2024-04-12 08:03:49.115398+00:00
299,46,2024-04-12 08:03:50.136299+00:00
256,46,2024-04-12 08:03:51.165147+00:00
0,46,2024-04-12 08:03:52.189123+00:00
256,43,2024-04-12 08:03:53.106004+00:00
275,43,2024-04-12 08:03:54.234037+00:00
22,39,2024-04-12 08:03:55.151591+00:00
313,37,2024-04-12 08:03:56.292063+00:00
262,37,2024-04-12 08:03:57.101708+00:00
0,34,2024-04-12 08:03:58.125899+00:00
240,31,2024-04-12 08:03:59.147783+00:00
345,31,2024-04-12 08:04:00.178250+00:00
0,26,2024-04-12 08:04:01.196847+00:00
260,19,2024-04-12 08:04:02.220798+00:00
391,19,2024-04-12 08:04:03.138304+00:00
0,13,2024-04-12 08:04:04.142340+00:00
408,8,2024-04-12 08:04:05.297970+00:00
423,8,2024-04-12 08:04:06.119388+00:00
0,6,2024-04-12 08:04:07.144373+00:00
65,4,2024-04-12 08:04:08.089096+00:00
128,4,2024-04-12 08:04:09.192476+00:00
202,3,2024-04-12 08:04:10.110772+00:00
773,2,2024-04-12 08:04:11.236784+00:00
637,2,2024-04-12 08:04:12.261514+00:00
163,1,2024-04-12 08:04:13.175323+00:00
487,1,2024-04-12 08:04:14.195238+00:00
495,1,2024-04-12 08:04:15.238653+00:00
275,1,2024-04-12 08:04:16.151847+00:00
540,1,2024-04-12 08:04:17.378656+00:00
442,1,2024-04-12 08:04:18.300286+00:00
81,1,2024-04-12 08:04:19.223476+00:00
588,1,2024-04-12 08:04:20.140698+00:00
480,1,2024-04-12 08:04:21.168022+00:00
160,1,2024-04-12 08:04:22.294646+00:00
528,0,2024-04-12 08:04:23.118095+00:00
528,0,2024-04-12 08:04:24.146584+00:00
563,0,2024-04-12 08:04:25.160127+00:00
140,0,2024-04-12 08:04:26.296792+00:00
526,0,2024-04-12 08:04:27.102841+00:00
519,0,2024-04-12 08:04:28.133912+00:00
177,0,2024-04-12 08:04:29.150577+00:00
432,0,2024-04-12 08:04:30.185140+00:00
447,0,2024-04-12 08:04:31.206076+00:00
163,0,2024-04-12 08:04:32.229030+00:00
458,0,2024-04-12 08:04:33.147923+00:00
503,0,2024-04-12 08:04:34.271643+00:00
